order_id,comp_code,subject_id,package_code,status,created_at,submitted_at,completed_at,cancelled_at,reopened_count,sla_target_hours,tat_hours,tat_bucket,dmr_flag,mr_flag,adjudication_result,created_by_email,channel,list_price,discount_pct,net_amount,invoice_ref,search_text
1135,C004,1358,C004-PKG-2,COMPLETED,2025-04-09 03:47:03.531315+05:30,2025-04-09 08:47:03.531315+05:30,2025-04-09 15:47:03.531315+05:30,,0,36,7,<=24h,f,f,,hernandezcurtis@hotmail.com,PORTAL,2864.43,0.00,2864.43,,
1136,C004,1328,C004-PKG-2,REOPENED,2025-04-09 16:11:03.531315+05:30,2025-04-09 16:11:03.531315+05:30,,,0,36,,,f,f,,kylemoody@yahoo.com,BULK,2864.43,10.00,2577.99,,
1137,C004,1305,C004-PKG-2,COMPLETED,2025-04-10 13:17:03.531315+05:30,2025-04-10 20:17:03.531315+05:30,2025-04-12 15:17:03.531315+05:30,,0,24,43,24–48h,f,f,,christopherburke@yahoo.com,API,2864.43,0.00,2864.43,,
1138,C004,1309,C004-PKG-1,COMPLETED,2025-04-10 19:03:03.531315+05:30,2025-04-10 21:03:03.531315+05:30,2025-04-15 13:03:03.531315+05:30,,0,72,112,>72h,f,f,,,PORTAL,4644.52,0.00,4644.52,,
1139,C004,1332,C004-PKG-2,COMPLETED,2025-04-10 13:24:03.531315+05:30,2025-04-10 21:24:03.531315+05:30,2025-04-12 20:24:03.531315+05:30,,1,36,47,24–48h,f,f,,joshuahunt@gmail.com,BULK,2864.43,0.00,2864.43,,
1140,C004,1243,C004-PKG-1,IN_PROGRESS,2025-04-09 22:53:03.531315+05:30,2025-04-10 01:53:03.531315+05:30,,,0,48,,,f,f,,hudsonjorge@hotmail.com,API,4644.52,0.00,4644.52,,
1141,C004,1585,C004-PKG-2,DRAFT,2025-04-10 22:31:03.531315+05:30,,,,0,48,,,f,f,,lreyes@yahoo.com,PORTAL,2864.43,5.00,2721.21,,
1142,C004,1376,C004-PKG-1,COMPLETED,2025-04-11 10:19:03.531315+05:30,2025-04-11 11:19:03.531315+05:30,2025-04-13 18:19:03.531315+05:30,,0,36,55,48–72h,f,f,,,PORTAL,4644.52,0.00,4644.52,,
1143,C004,1323,C004-PKG-2,COMPLETED,2025-04-11 17:30:03.531315+05:30,2025-04-11 23:30:03.531315+05:30,2025-04-12 11:30:03.531315+05:30,,0,36,12,<=24h,f,f,,,API,2864.43,5.00,2721.21,,
1144,C004,1253,C004-PKG-1,COMPLETED,2025-04-12 10:57:03.531315+05:30,2025-04-12 13:57:03.531315+05:30,2025-04-13 15:57:03.531315+05:30,,0,24,26,24–48h,f,f,,john62@gmail.com,API,4644.52,5.00,4412.29,,
1145,C004,1377,C004-PKG-2,COMPLETED,2025-04-12 22:16:03.531315+05:30,2025-04-13 00:16:03.531315+05:30,2025-04-13 08:16:03.531315+05:30,,0,24,8,<=24h,f,f,,kimberlyperez@yahoo.com,PORTAL,2864.43,0.00,2864.43,,
1146,C004,1331,C004-PKG-2,COMPLETED,2025-04-14 13:23:03.531315+05:30,2025-04-14 13:23:03.531315+05:30,2025-04-15 00:23:03.531315+05:30,,0,24,11,<=24h,f,f,,melindajones@gmail.com,BULK,2864.43,0.00,2864.43,,
1147,C004,1473,C004-PKG-3,COMPLETED,2025-04-15 17:06:03.531315+05:30,2025-04-16 01:06:03.531315+05:30,2025-04-16 07:06:03.531315+05:30,,1,24,6,<=24h,f,f,,smitheric@gmail.com,BULK,3297.42,5.00,3132.55,,
1148,C004,1245,C004-PKG-2,COMPLETED,2025-04-14 23:54:03.531315+05:30,2025-04-15 07:54:03.531315+05:30,2025-04-15 14:54:03.531315+05:30,,0,48,7,<=24h,f,f,,,BULK,2864.43,0.00,2864.43,,
1149,C004,1228,C004-PKG-1,PENDING,2025-04-15 18:10:03.531315+05:30,2025-04-15 23:10:03.531315+05:30,,,0,48,,,f,f,,,BULK,4644.52,0.00,4644.52,,
1150,C004,1209,C004-PKG-1,COMPLETED,2025-04-16 05:09:03.531315+05:30,2025-04-16 13:09:03.531315+05:30,2025-04-16 19:09:03.531315+05:30,,0,72,6,<=24h,f,f,,keithryan@gmail.com,PORTAL,4644.52,15.00,3947.84,,
1151,C004,1284,C004-PKG-1,COMPLETED,2025-04-16 01:14:03.531315+05:30,2025-04-16 07:14:03.531315+05:30,2025-04-17 22:14:03.531315+05:30,,0,48,39,24–48h,f,f,,,PORTAL,4644.52,15.00,3947.84,,
1152,C004,1299,C004-PKG-2,COMPLETED,2025-04-15 22:09:03.531315+05:30,2025-04-16 02:09:03.531315+05:30,2025-04-18 17:09:03.531315+05:30,,1,72,63,48–72h,f,f,,,PORTAL,2864.43,5.00,2721.21,,
1153,C004,1274,C004-PKG-2,COMPLETED,2025-04-17 16:48:03.531315+05:30,2025-04-17 20:48:03.531315+05:30,2025-04-18 19:48:03.531315+05:30,,0,48,23,<=24h,f,f,,,API,2864.43,0.00,2864.43,,
1154,C004,1472,C004-PKG-3,IN_PROGRESS,2025-04-17 08:20:03.531315+05:30,2025-04-17 10:20:03.531315+05:30,,,0,36,,,f,f,,atkinsonjoseph@hotmail.com,PORTAL,3297.42,10.00,2967.68,,
1155,C004,1543,C004-PKG-3,DRAFT,2025-04-17 01:51:03.531315+05:30,,,,0,36,,,f,f,,,BULK,3297.42,0.00,3297.42,,
1156,C004,1371,C004-PKG-1,REOPENED,2025-04-18 04:13:03.531315+05:30,2025-04-18 09:13:03.531315+05:30,,,0,72,,,f,f,,allisonrivera@hotmail.com,API,4644.52,10.00,4180.07,,
1157,C004,1456,C004-PKG-1,COMPLETED,2025-04-18 11:40:03.531315+05:30,2025-04-18 18:40:03.531315+05:30,2025-04-19 16:40:03.531315+05:30,,0,24,22,<=24h,f,f,,zwheeler@gmail.com,BULK,4644.52,5.00,4412.29,,
1158,C004,1227,C004-PKG-3,COMPLETED,2025-04-18 17:45:03.531315+05:30,2025-04-18 22:45:03.531315+05:30,2025-04-19 22:45:03.531315+05:30,,0,24,24,<=24h,f,f,,,PORTAL,3297.42,5.00,3132.55,,
1159,C004,1213,C004-PKG-3,COMPLETED,2025-04-18 08:31:03.531315+05:30,2025-04-18 09:31:03.531315+05:30,2025-04-19 09:31:03.531315+05:30,,0,24,24,<=24h,f,f,,jeffreybailey@gmail.com,API,3297.42,10.00,2967.68,,
1160,C004,1294,C004-PKG-3,COMPLETED,2025-04-19 12:04:03.531315+05:30,2025-04-19 14:04:03.531315+05:30,2025-04-20 01:04:03.531315+05:30,,0,24,11,<=24h,t,f,REVIEW,,PORTAL,3297.42,10.00,2967.68,,
1161,C004,1585,C004-PKG-2,COMPLETED,2025-04-19 23:18:03.531315+05:30,2025-04-20 00:18:03.531315+05:30,2025-04-22 07:18:03.531315+05:30,,0,36,55,48–72h,f,f,,,API,2864.43,5.00,2721.21,,
1162,C004,1480,C004-PKG-1,COMPLETED,2025-04-21 01:06:03.531315+05:30,2025-04-21 07:06:03.531315+05:30,2025-04-24 05:06:03.531315+05:30,,0,72,70,48–72h,f,f,,adam80@gmail.com,PORTAL,4644.52,0.00,4644.52,,
1163,C004,1569,C004-PKG-2,IN_PROGRESS,2025-04-22 09:03:03.531315+05:30,2025-04-22 11:03:03.531315+05:30,,,0,48,,,f,f,,wmunoz@gmail.com,API,2864.43,0.00,2864.43,,
1164,C004,1348,C004-PKG-3,COMPLETED,2025-04-22 03:29:03.531315+05:30,2025-04-22 04:29:03.531315+05:30,2025-04-22 14:29:03.531315+05:30,,0,24,10,<=24h,f,f,,laura45@hotmail.com,BULK,3297.42,0.00,3297.42,,
1165,C004,1299,C004-PKG-3,COMPLETED,2025-04-23 11:21:03.531315+05:30,2025-04-23 11:21:03.531315+05:30,2025-04-26 00:21:03.531315+05:30,,0,72,61,48–72h,f,f,,,API,3297.42,0.00,3297.42,,
1166,C004,1557,C004-PKG-2,COMPLETED,2025-04-23 10:50:03.531315+05:30,2025-04-23 16:50:03.531315+05:30,2025-04-24 16:50:03.531315+05:30,,0,48,24,<=24h,f,f,,wsmall@yahoo.com,API,2864.43,0.00,2864.43,,
1168,C004,1308,C004-PKG-3,COMPLETED,2025-04-23 21:25:03.531315+05:30,2025-04-23 23:25:03.531315+05:30,2025-04-25 01:25:03.531315+05:30,,1,36,26,24–48h,f,f,,kristen74@hotmail.com,BULK,3297.42,0.00,3297.42,,
1169,C004,1271,C004-PKG-2,COMPLETED,2025-04-24 17:56:03.531315+05:30,2025-04-24 23:56:03.531315+05:30,2025-04-25 13:56:03.531315+05:30,,1,36,14,<=24h,f,f,,hbrock@hotmail.com,PORTAL,2864.43,0.00,2864.43,,
1171,C004,1250,C004-PKG-3,COMPLETED,2025-04-25 05:41:03.531315+05:30,2025-04-25 12:41:03.531315+05:30,2025-04-27 04:41:03.531315+05:30,,0,24,40,24–48h,f,f,,okelley@yahoo.com,BULK,3297.42,5.00,3132.55,,
1172,C004,1325,C004-PKG-1,COMPLETED,2025-04-26 13:21:03.531315+05:30,2025-04-26 18:21:03.531315+05:30,2025-04-28 07:21:03.531315+05:30,,0,36,37,24–48h,f,f,,jalexander@hotmail.com,BULK,4644.52,0.00,4644.52,,
1173,C004,1269,C004-PKG-3,COMPLETED,2025-04-26 17:39:03.531315+05:30,2025-04-26 18:39:03.531315+05:30,2025-04-28 22:39:03.531315+05:30,,1,36,52,48–72h,f,f,,wilsonsarah@yahoo.com,API,3297.42,15.00,2802.81,,
1174,C004,1282,C004-PKG-3,COMPLETED,2025-04-27 02:42:03.531315+05:30,2025-04-27 04:42:03.531315+05:30,2025-04-28 00:42:03.531315+05:30,,0,24,20,<=24h,f,f,,angelathompson@hotmail.com,BULK,3297.42,5.00,3132.55,,
1175,C004,1459,C004-PKG-1,COMPLETED,2025-04-27 19:52:03.531315+05:30,2025-04-28 00:52:03.531315+05:30,2025-04-29 00:52:03.531315+05:30,,1,24,24,<=24h,f,f,,uramirez@hotmail.com,BULK,4644.52,5.00,4412.29,,
1176,C004,1271,C004-PKG-3,COMPLETED,2025-04-28 21:41:03.531315+05:30,2025-04-29 00:41:03.531315+05:30,2025-04-30 17:41:03.531315+05:30,,0,72,41,24–48h,f,f,,elizabeth87@yahoo.com,BULK,3297.42,10.00,2967.68,,
1177,C004,1257,C004-PKG-3,COMPLETED,2025-04-29 12:18:03.531315+05:30,2025-04-29 12:18:03.531315+05:30,2025-05-01 20:18:03.531315+05:30,,0,36,56,48–72h,f,f,,,BULK,3297.42,0.00,3297.42,,
1178,C004,1452,C004-PKG-1,COMPLETED,2025-04-29 06:18:03.531315+05:30,2025-04-29 10:18:03.531315+05:30,2025-04-30 09:18:03.531315+05:30,,0,72,23,<=24h,f,f,,apalmer@gmail.com,PORTAL,4644.52,5.00,4412.29,,
1179,C004,1390,C004-PKG-3,COMPLETED,2025-04-30 18:24:03.531315+05:30,2025-04-30 19:24:03.531315+05:30,2025-05-01 13:24:03.531315+05:30,,0,72,18,<=24h,f,f,,randerson@hotmail.com,PORTAL,3297.42,10.00,2967.68,,
1180,C004,1364,C004-PKG-2,PENDING,2025-04-30 13:30:03.531315+05:30,2025-04-30 13:30:03.531315+05:30,,,0,48,,,f,f,,rayruth@gmail.com,API,2864.43,0.00,2864.43,,
1181,C004,1367,C004-PKG-3,COMPLETED,2025-04-29 20:58:03.531315+05:30,2025-04-30 01:58:03.531315+05:30,2025-05-02 20:58:03.531315+05:30,,0,48,67,48–72h,f,f,,andrewbranch@yahoo.com,BULK,3297.42,0.00,3297.42,,
1182,C004,1339,C004-PKG-2,COMPLETED,2025-05-01 16:58:03.531315+05:30,2025-05-01 17:58:03.531315+05:30,2025-05-02 22:58:03.531315+05:30,,0,48,29,24–48h,f,f,,,API,2864.43,15.00,2434.77,,
1183,C004,1582,C004-PKG-3,IN_PROGRESS,2025-05-01 05:38:03.531315+05:30,2025-05-01 07:38:03.531315+05:30,,,1,36,,,f,f,,burtonkevin@gmail.com,PORTAL,3297.42,0.00,3297.42,,
1184,C004,1515,C004-PKG-3,IN_PROGRESS,2025-05-01 08:50:03.531315+05:30,2025-05-01 15:50:03.531315+05:30,,,0,36,,,f,f,,patricia33@gmail.com,PORTAL,3297.42,5.00,3132.55,,
1185,C004,1406,C004-PKG-1,COMPLETED,2025-05-01 21:27:03.531315+05:30,2025-05-02 03:27:03.531315+05:30,2025-05-02 18:27:03.531315+05:30,,0,36,15,<=24h,f,f,,peterskathryn@gmail.com,PORTAL,4644.52,5.00,4412.29,,
1186,C004,1414,C004-PKG-3,COMPLETED,2025-05-02 12:24:03.531315+05:30,2025-05-02 14:24:03.531315+05:30,2025-05-03 04:24:03.531315+05:30,,0,36,14,<=24h,f,f,,kellymatthew@hotmail.com,API,3297.42,15.00,2802.81,,
1187,C004,1452,C004-PKG-1,IN_PROGRESS,2025-05-03 15:07:03.531315+05:30,2025-05-03 23:07:03.531315+05:30,,,0,48,,,f,f,,nicole34@gmail.com,PORTAL,4644.52,5.00,4412.29,,
1188,C004,1268,C004-PKG-2,COMPLETED,2025-05-02 23:42:03.531315+05:30,2025-05-03 05:42:03.531315+05:30,2025-05-05 08:42:03.531315+05:30,,0,36,51,48–72h,f,f,,whitecraig@yahoo.com,BULK,2864.43,0.00,2864.43,,
1190,C004,1353,C004-PKG-1,COMPLETED,2025-05-04 09:13:03.531315+05:30,2025-05-04 12:13:03.531315+05:30,2025-05-09 04:13:03.531315+05:30,,0,72,112,>72h,f,f,,tanyagalloway@yahoo.com,API,4644.52,0.00,4644.52,,
1191,C004,1381,C004-PKG-2,COMPLETED,2025-05-05 12:56:03.531315+05:30,2025-05-05 14:56:03.531315+05:30,2025-05-05 20:56:03.531315+05:30,,0,72,6,<=24h,f,f,,joseph06@hotmail.com,PORTAL,2864.43,5.00,2721.21,,
1192,C004,1484,C004-PKG-2,IN_PROGRESS,2025-05-06 19:27:03.531315+05:30,2025-05-06 23:27:03.531315+05:30,,,0,72,,,f,f,,cookjim@yahoo.com,API,2864.43,0.00,2864.43,,
1193,C004,1560,C004-PKG-3,DRAFT,2025-05-06 11:04:03.531315+05:30,,,,0,24,,,f,f,,onorman@yahoo.com,API,3297.42,0.00,3297.42,,
1194,C004,1211,C004-PKG-1,REOPENED,2025-05-07 00:20:03.531315+05:30,2025-05-07 08:20:03.531315+05:30,,,0,36,,,f,f,,melaniereed@yahoo.com,BULK,4644.52,5.00,4412.29,,
1195,C004,1418,C004-PKG-2,COMPLETED,2025-05-07 00:42:03.531315+05:30,2025-05-07 02:42:03.531315+05:30,2025-05-08 15:42:03.531315+05:30,,1,36,37,24–48h,f,f,,kelly76@gmail.com,API,2864.43,10.00,2577.99,,
1196,C004,1529,C004-PKG-2,COMPLETED,2025-05-06 23:41:03.531315+05:30,2025-05-07 07:41:03.531315+05:30,2025-05-08 09:41:03.531315+05:30,,0,24,26,24–48h,f,f,,marissa29@gmail.com,BULK,2864.43,0.00,2864.43,,
1197,C004,1583,C004-PKG-1,COMPLETED,2025-05-07 21:49:03.531315+05:30,2025-05-08 02:49:03.531315+05:30,2025-05-08 22:49:03.531315+05:30,,1,24,20,<=24h,f,f,,carolynallen@hotmail.com,BULK,4644.52,10.00,4180.07,,
1198,C004,1379,C004-PKG-1,PENDING,2025-05-08 05:52:03.531315+05:30,2025-05-08 11:52:03.531315+05:30,,,0,72,,,f,f,,xmcdonald@gmail.com,PORTAL,4644.52,0.00,4644.52,,
1199,C004,1224,C004-PKG-1,IN_PROGRESS,2025-05-08 20:43:03.531315+05:30,2025-05-08 21:43:03.531315+05:30,,,1,24,,,f,f,,smallbeth@hotmail.com,BULK,4644.52,15.00,3947.84,,
1200,C004,1574,C004-PKG-1,PENDING,2025-05-08 21:10:03.531315+05:30,2025-05-09 04:10:03.531315+05:30,,,1,72,,,f,f,,timothyhenry@yahoo.com,API,4644.52,15.00,3947.84,,
1201,C004,1324,C004-PKG-1,COMPLETED,2025-05-09 13:37:03.531315+05:30,2025-05-09 18:37:03.531315+05:30,2025-05-11 02:37:03.531315+05:30,,1,36,32,24–48h,f,f,,francismark@hotmail.com,API,4644.52,15.00,3947.84,,
1202,C004,1344,C004-PKG-1,COMPLETED,2025-05-10 04:40:03.531315+05:30,2025-05-10 09:40:03.531315+05:30,2025-05-12 01:40:03.531315+05:30,,1,72,40,24–48h,f,f,,greenbryan@hotmail.com,API,4644.52,0.00,4644.52,,
1203,C004,1461,C004-PKG-1,COMPLETED,2025-05-10 00:00:03.531315+05:30,2025-05-10 01:00:03.531315+05:30,2025-05-11 01:00:03.531315+05:30,,0,24,24,<=24h,f,f,,charlotte35@yahoo.com,BULK,4644.52,5.00,4412.29,,
1204,C004,1422,C004-PKG-2,DRAFT,2025-05-10 11:41:03.531315+05:30,,,,1,48,,,f,f,,kevinbrown@yahoo.com,PORTAL,2864.43,10.00,2577.99,,
1205,C004,1339,C004-PKG-1,COMPLETED,2025-05-11 17:09:03.531315+05:30,2025-05-12 01:09:03.531315+05:30,2025-05-13 17:09:03.531315+05:30,,0,24,40,24–48h,f,f,,mwilliams@hotmail.com,PORTAL,4644.52,15.00,3947.84,,
1207,C004,1374,C004-PKG-1,COMPLETED,2025-05-13 06:50:03.531315+05:30,2025-05-13 11:50:03.531315+05:30,2025-05-15 00:50:03.531315+05:30,,0,36,37,24–48h,f,f,,griffinstephanie@gmail.com,PORTAL,4644.52,0.00,4644.52,,
1208,C004,1356,C004-PKG-2,IN_PROGRESS,2025-05-13 09:26:03.531315+05:30,2025-05-13 12:26:03.531315+05:30,,,0,36,,,f,f,,masonkristin@hotmail.com,PORTAL,2864.43,0.00,2864.43,,
1209,C004,1300,C004-PKG-2,COMPLETED,2025-05-13 04:02:03.531315+05:30,2025-05-13 05:02:03.531315+05:30,2025-05-14 09:02:03.531315+05:30,,0,72,28,24–48h,f,f,,michelle06@gmail.com,API,2864.43,0.00,2864.43,,
1210,C004,1599,C004-PKG-3,COMPLETED,2025-05-14 16:24:03.531315+05:30,2025-05-15 00:24:03.531315+05:30,2025-05-16 10:24:03.531315+05:30,,1,48,34,24–48h,f,f,,phillipsamanda@hotmail.com,PORTAL,3297.42,0.00,3297.42,,
1211,C004,1328,C004-PKG-1,COMPLETED,2025-05-14 11:24:03.531315+05:30,2025-05-14 16:24:03.531315+05:30,2025-05-15 19:24:03.531315+05:30,,0,48,27,24–48h,f,f,,youngcrystal@hotmail.com,PORTAL,4644.52,0.00,4644.52,,
1212,C004,1350,C004-PKG-2,COMPLETED,2025-05-15 09:05:03.531315+05:30,2025-05-15 17:05:03.531315+05:30,2025-05-17 14:05:03.531315+05:30,,0,48,45,24–48h,f,f,,wspencer@yahoo.com,PORTAL,2864.43,5.00,2721.21,,
1213,C004,1454,C004-PKG-1,COMPLETED,2025-05-15 18:13:03.531315+05:30,2025-05-16 01:13:03.531315+05:30,2025-05-17 09:13:03.531315+05:30,,1,24,32,24–48h,f,f,,,PORTAL,4644.52,10.00,4180.07,,
1214,C004,1230,C004-PKG-2,COMPLETED,2025-05-16 17:18:03.531315+05:30,2025-05-17 01:18:03.531315+05:30,2025-05-20 14:18:03.531315+05:30,,0,72,85,>72h,f,f,,anna92@hotmail.com,PORTAL,2864.43,0.00,2864.43,,
1218,C004,1435,C004-PKG-2,COMPLETED,2025-05-17 16:40:03.531315+05:30,2025-05-17 22:40:03.531315+05:30,2025-05-19 10:40:03.531315+05:30,,1,72,36,24–48h,f,f,,mary77@gmail.com,BULK,2864.43,15.00,2434.77,,
1219,C004,1288,C004-PKG-2,COMPLETED,2025-05-19 13:42:03.531315+05:30,2025-05-19 15:42:03.531315+05:30,2025-05-23 05:42:03.531315+05:30,,1,48,86,>72h,f,f,,stephen66@gmail.com,PORTAL,2864.43,0.00,2864.43,,
1220,C004,1501,C004-PKG-3,COMPLETED,2025-05-20 16:39:03.531315+05:30,2025-05-21 00:39:03.531315+05:30,2025-05-21 15:39:03.531315+05:30,,0,24,15,<=24h,f,f,,tammythompson@gmail.com,PORTAL,3297.42,10.00,2967.68,,
1221,C004,1489,C004-PKG-1,COMPLETED,2025-05-21 14:34:03.531315+05:30,2025-05-21 17:34:03.531315+05:30,2025-05-22 19:34:03.531315+05:30,,0,24,26,24–48h,f,f,,thomasrhonda@hotmail.com,BULK,4644.52,5.00,4412.29,,
1222,C004,1575,C004-PKG-3,IN_PROGRESS,2025-05-21 14:10:03.531315+05:30,2025-05-21 20:10:03.531315+05:30,,,0,48,,,f,f,,michaelrosario@hotmail.com,API,3297.42,5.00,3132.55,,
1224,C004,1333,C004-PKG-2,IN_PROGRESS,2025-05-22 15:44:03.531315+05:30,2025-05-22 15:44:03.531315+05:30,,,1,24,,,f,f,,xmcknight@hotmail.com,API,2864.43,0.00,2864.43,,
1227,C004,1390,C004-PKG-2,COMPLETED,2025-05-22 20:11:03.531315+05:30,2025-05-22 21:11:03.531315+05:30,2025-05-23 06:11:03.531315+05:30,,1,72,9,<=24h,f,f,,jamesdodson@gmail.com,BULK,2864.43,15.00,2434.77,,
1228,C004,1291,C004-PKG-2,COMPLETED,2025-05-23 21:00:03.531315+05:30,2025-05-24 03:00:03.531315+05:30,2025-05-26 12:00:03.531315+05:30,,0,72,57,48–72h,f,f,,andrew18@gmail.com,PORTAL,2864.43,5.00,2721.21,,
1229,C004,1394,C004-PKG-3,COMPLETED,2025-05-23 23:41:03.531315+05:30,2025-05-24 00:41:03.531315+05:30,2025-05-25 17:41:03.531315+05:30,,1,24,41,24–48h,f,f,,velasquezkathryn@gmail.com,BULK,3297.42,0.00,3297.42,,
1230,C004,1404,C004-PKG-2,COMPLETED,2025-05-24 02:53:03.531315+05:30,2025-05-24 05:53:03.531315+05:30,2025-05-25 12:53:03.531315+05:30,,0,48,31,24–48h,f,f,,,API,2864.43,10.00,2577.99,,
1231,C004,1472,C004-PKG-1,DRAFT,2025-05-25 02:14:03.531315+05:30,,,,0,24,,,f,f,,jonesthomas@gmail.com,BULK,4644.52,0.00,4644.52,,
1232,C004,1493,C004-PKG-2,IN_PROGRESS,2025-05-27 02:57:03.531315+05:30,2025-05-27 02:57:03.531315+05:30,,,0,72,,,f,f,,simpsonwhitney@yahoo.com,BULK,2864.43,0.00,2864.43,,
1233,C004,1333,C004-PKG-1,IN_PROGRESS,2025-05-26 20:39:03.531315+05:30,2025-05-27 01:39:03.531315+05:30,,,1,48,,,f,f,,andrea58@gmail.com,API,4644.52,0.00,4644.52,,
1234,C004,1269,C004-PKG-1,COMPLETED,2025-05-27 15:53:03.531315+05:30,2025-05-27 23:53:03.531315+05:30,2025-05-29 16:53:03.531315+05:30,,0,72,41,24–48h,f,f,,kayla28@hotmail.com,BULK,4644.52,15.00,3947.84,,
1235,C004,1268,C004-PKG-1,IN_PROGRESS,2025-05-27 16:39:03.531315+05:30,2025-05-27 19:39:03.531315+05:30,,,0,72,,,f,f,,wallacehannah@hotmail.com,API,4644.52,15.00,3947.84,,
1236,C004,1288,C004-PKG-2,PENDING,2025-05-28 02:43:03.531315+05:30,2025-05-28 04:43:03.531315+05:30,,,0,72,,,f,f,,walkermary@yahoo.com,PORTAL,2864.43,10.00,2577.99,,
1237,C004,1540,C004-PKG-2,IN_PROGRESS,2025-05-27 20:13:03.531315+05:30,2025-05-28 01:13:03.531315+05:30,,,0,24,,,f,f,,,BULK,2864.43,0.00,2864.43,,
1238,C004,1222,C004-PKG-2,COMPLETED,2025-05-29 09:24:03.531315+05:30,2025-05-29 15:24:03.531315+05:30,2025-06-02 07:24:03.531315+05:30,,0,72,88,>72h,f,f,,smithmary@yahoo.com,BULK,2864.43,10.00,2577.99,,
1239,C004,1235,C004-PKG-2,COMPLETED,2025-05-29 03:26:03.531315+05:30,2025-05-29 07:26:03.531315+05:30,2025-05-30 03:26:03.531315+05:30,,0,48,20,<=24h,f,f,,obutler@hotmail.com,PORTAL,2864.43,5.00,2721.21,,
1240,C004,1275,C004-PKG-3,COMPLETED,2025-05-29 06:08:03.531315+05:30,2025-05-29 06:08:03.531315+05:30,2025-05-29 12:08:03.531315+05:30,,0,24,6,<=24h,f,f,,,PORTAL,3297.42,5.00,3132.55,,
1241,C004,1345,C004-PKG-1,COMPLETED,2025-05-29 15:31:03.531315+05:30,2025-05-29 20:31:03.531315+05:30,2025-05-31 03:31:03.531315+05:30,,0,48,31,24–48h,f,f,,david54@yahoo.com,PORTAL,4644.52,0.00,4644.52,,
1242,C004,1581,C004-PKG-2,COMPLETED,2025-05-30 09:42:03.531315+05:30,2025-05-30 11:42:03.531315+05:30,2025-05-30 17:42:03.531315+05:30,,0,48,6,<=24h,f,f,,angela80@yahoo.com,API,2864.43,10.00,2577.99,,
1243,C004,1429,C004-PKG-1,COMPLETED,2025-05-30 16:45:03.531315+05:30,2025-05-30 20:45:03.531315+05:30,2025-05-31 10:45:03.531315+05:30,,0,24,14,<=24h,t,f,REVIEW,bduncan@hotmail.com,API,4644.52,10.00,4180.07,,
1244,C004,1389,C004-PKG-1,COMPLETED,2025-05-30 21:37:03.531315+05:30,2025-05-31 00:37:03.531315+05:30,2025-05-31 13:37:03.531315+05:30,,0,48,13,<=24h,f,f,,,BULK,4644.52,5.00,4412.29,,
1245,C004,1366,C004-PKG-2,COMPLETED,2025-05-30 20:43:03.531315+05:30,2025-05-31 02:43:03.531315+05:30,2025-05-31 20:43:03.531315+05:30,,0,36,18,<=24h,f,f,,hdecker@hotmail.com,API,2864.43,0.00,2864.43,,
1246,C004,1562,C004-PKG-1,COMPLETED,2025-06-01 12:36:03.531315+05:30,2025-06-01 20:36:03.531315+05:30,2025-06-02 19:36:03.531315+05:30,,0,36,23,<=24h,f,f,,oliviawilson@gmail.com,PORTAL,4644.52,5.00,4412.29,,
1247,C004,1434,C004-PKG-3,PENDING,2025-06-02 13:13:03.531315+05:30,2025-06-02 14:13:03.531315+05:30,,,1,48,,,f,f,,fbecker@hotmail.com,PORTAL,3297.42,0.00,3297.42,,
1248,C004,1215,C004-PKG-3,COMPLETED,2025-06-03 02:56:03.531315+05:30,2025-06-03 08:56:03.531315+05:30,2025-06-03 18:56:03.531315+05:30,,0,24,10,<=24h,f,f,,,BULK,3297.42,0.00,3297.42,,
1249,C004,1253,C004-PKG-1,IN_PROGRESS,2025-06-04 08:40:03.531315+05:30,2025-06-04 09:40:03.531315+05:30,,,0,48,,,f,f,,,API,4644.52,0.00,4644.52,,
1250,C004,1361,C004-PKG-2,COMPLETED,2025-06-05 12:42:03.531315+05:30,2025-06-05 14:42:03.531315+05:30,2025-06-07 18:42:03.531315+05:30,,1,36,52,48–72h,f,f,,jhunt@gmail.com,BULK,2864.43,10.00,2577.99,,
1251,C004,1362,C004-PKG-3,COMPLETED,2025-06-05 05:12:03.531315+05:30,2025-06-05 12:12:03.531315+05:30,2025-06-06 13:12:03.531315+05:30,,0,72,25,24–48h,f,f,,william90@gmail.com,PORTAL,3297.42,5.00,3132.55,,
1252,C004,1559,C004-PKG-1,COMPLETED,2025-06-05 16:13:03.531315+05:30,2025-06-05 22:13:03.531315+05:30,2025-06-06 10:13:03.531315+05:30,,0,24,12,<=24h,f,f,,,PORTAL,4644.52,10.00,4180.07,,
1253,C004,1397,C004-PKG-2,REOPENED,2025-06-06 11:13:03.531315+05:30,2025-06-06 17:13:03.531315+05:30,,,0,24,,,f,f,,ucole@gmail.com,PORTAL,2864.43,5.00,2721.21,,
1254,C004,1555,C004-PKG-2,COMPLETED,2025-06-07 09:04:03.531315+05:30,2025-06-07 14:04:03.531315+05:30,2025-06-08 13:04:03.531315+05:30,,1,72,23,<=24h,f,f,,hornkevin@yahoo.com,BULK,2864.43,0.00,2864.43,,
1255,C004,1427,C004-PKG-1,COMPLETED,2025-06-06 19:54:03.531315+05:30,2025-06-06 20:54:03.531315+05:30,2025-06-08 14:54:03.531315+05:30,,1,36,42,24–48h,f,f,,elijah40@hotmail.com,API,4644.52,0.00,4644.52,,
